service_id,service_name,service_desc,service_price,service_code,fk_service_paper,service_date,fk_service_fonts
3364,GP582,LDSPGP_RNPKI^[CDHOZ[PRYSDEK\AFYVC\\F_OS[T[ZVVD_CJTOR^LD[WSWLK\PPJ]EAJIXRIMRCIRGV[LMB]I]XVXD^[HDJIELJ[CNTUQD_^EMSEK[FKX^CUUIJN_,988,#2007028,3663,9/2/2011,3462
3365,AH247,WHLA]FPKPBFAX^^D]KOY^YR^[BVQDOED_ZSZWGP]HSUMEGOX[UF^FAKVBR[ZKWPYVQHVAYHR[CJTQSIZYYNKSJBQO^WCNMXZMSORYPO]W]IOGQUR[]PF\GLYVTNKG],811,#2007029,2123,9/3/2011,2969
3366,^O803,DOW_MWFAYL[UVGPK[ITIACK[W]JMMTV_\DDEB_Y\WJ[SKHQDCGDCTVFZAFLMZITUL]RI^Q\HDGRHCHI]PJAWJOUWXQ[L^BTGQYEVVETOLQM[HW]]FO]NINLMPHNYUO,861,#2007030,1145,9/4/2011,2252
3367,\D1591,HLM^WU\BHOWL]RGITN[^B_C_O\W\ZM]UDBWBZNEVHARAGH_MP]WJRSSN^^UTLO_IZLPNAVB][\IQLD^QNANAXWXDC[V\PHK^YHJOHYQRRNBNN^LKJSIAZZRFZBUBSJ,773,#2007031,1076,9/5/2011,2168
3368,AM1438,ESKXYHKTJIVMCQN\XCBEIHAKSJCPUBPMA[MOOZHCKNIJWWHGIJ_YZRDFZ\GJQZLCOXVNM[PY_JRXYEB\TYZ[DNPZQO_GNZ\VAZSNGHEMVWF_HXOLRAU^HUQCQOYFBC,669,#2007032,1143,9/6/2011,74
3369,HC539,YEUMLAT^H]QU^SOLLQ]DDGLA_T^]RRXREMKIB\XI\HRXA\VMHNDDG^][U^MXEPSLYZOSYCHJLVPJBO]\BEEGXUDY[OEIZQVO]RKPPLG][B_BDWN]HJSF[AUSM^U]BJ,413,#2007033,2272,9/7/2011,312
3370,CL470,ETOAI\IX]MV[AZQVOTF[INET_HVEB]]LF_EKMT\DKBVECSVIKQFGCA[QHCD\^EGKEU\Y[JMRFPFN[YDO]V]CETGDC[H^\OO[IJHDISNFCCILJVYCXC[JZTCNC^DTCU,336,#2007034,1201,9/8/2011,2941
3371,MX1108,O\KQF_]DJXWLWGGFBN^^G\GDJXCAWGBRVIOLGAZIQ^]GUGKVUOJB^\VWTWZIS_[^XIZW[FEIDN]GEEMF^HLCKLFKUNON_HW\^VKNTGRHRMZSVYJS^SAYWGAL^MR\X],941,#2007035,3835,9/9/2011,1141
3372,OS368,DDIQ[FWC[USMH]ORQ_]UJWN[LITMTKJRFDDXSPO\RUUO\ZISIESR]WM]WKT[FSQYVCB]VOAYHEUGF_ZCJ]EJWFS[HKIHZZ]QYZPN^S]QXGGRFSUEWSHHIQYTD\NCUX,748,#2007036,3617,9/10/2011,2631
3373,KV1301,KDQR_PTF\OISW_L]Y^YRZ]VFFAEHAKLYJHYBQPHGZNQZHIJ_^QYQPV]DHOHJ]QG_MYKAN]R]POZKZQ]OY_\CM]TAPZJPLRLR^RBDGW[]KTLXOPSACYMJFWPTPSLUFT,591,#2007037,1782,9/11/2011,2895
3374,MF1986,^_YMCH_T[UPWCRQDJBCRYYJT]O^MFNHH[JMRWLGILDXE]UKXPIVVXAJWIFTPZR]NOVXKDMAJ[TP[SVE]KZVY_LZDU[JGIN_DCANLCASFHFJB^KKTICE[IIAYNXAUD_,494,#2007038,1282,9/12/2011,1568
3375,MO1600,CEPKKVYHOFLTUKSR[BR^DWCEI^LOBTZ_BZQJNLM\FR_CEQ_K^VULQUFHZKOUZMUC]]RVSJLHTSY]EIGVKN]GGXURWUUYW^P]Q]QXY^I\PVXSACSA[LD_XR[UWKROXQ,423,#2007039,1072,9/13/2011,368
3376,P[1536,KMFBGWBBJRUP^XDYGY\X\EL[NGUEB\JH\DPDYUG\P_WA_C_PLDE^LF^RNDI\[SXYU\KCPMTQ[TG_HADGDVAAZZTBTACQAIDSLYUUNGQUCHINXKTH\RR_Z^PRTO[RE[,726,#2007040,3113,9/14/2011,689
3377,WE785,IJBHUZHYAPERA]LQK^YOJEPR]MV_HJBTJGQWLCNLR]HZHR\UOZPGKOIFFMU[QFOZOA]D_YYX\KM]]R[]JKGKHOL]P\LXWP]ZV^DV^[PQULD]MAJRYRFUF_XX^RV_DF,917,#2007041,35,9/15/2011,2532
3378,RC1188,_CLSZ^WZ\T\M^AIX_IPHZOR_TPBJQIBJ^MJP]VVMXEEX]BK]T^_BLTFKTNKCLCR^GXBDXHHLMQN[KFDRNHEOXXFX\[XP[SBDIRPQKGNR^[J\\FMKIJBSDHJVEMJ[XT,938,#2007042,791,9/16/2011,825
3379,C_1167,Z\_UXBXQNGEJAIOGF[[AUX_AZIHKZS]\_EKRUJ_CQKOJIBUSQSGPTASMBKXIDGVCOIO_^^TCMSIQYCJXDQYUOTGZO\OXCE[LXLZXYHRPDGJMWANC_\]_MQWRASLWFU,610,#2007043,2488,9/17/2011,3161
3380,VZ1235,ED_USVPV]_T_P]OYERNCHDV]]LJYMYFTU[WK]PUECGFRQVOPW_[[UQAH]H_NXE_JPKBSZTOV\HIATAUS]_FGAQNNPPEI[YJLH\WN]LMHPNMYGKZYL[D^[JSAH]O_\J,900,#2007044,1609,9/18/2011,3910
3381,LI835,PHIEXJJGV]AGQRLGNNJDZ]XWLTNZVJGYQ]L][YPWQTOFWTCJG^XUGIC^RX[YT^DUTHFYTMXGH\^]QTIMYDYA^M^WHYMVIOCDNQ[EXQUXCKUDIPEAELM_APP]UDV[DG,960,#2007045,1450,9/19/2011,1978
3382,SG1138,UT[FFQC\\WEL[FPSHTOQIMZ\^CQQQHS_YP\^HKS_WJZH^FRTFQYNSZIVVLKDZJENTTZKIFHLONGSGS^^MDUFT]HZPHZFLSXFZSHH[IEYHYLK^_]VWM]KNBGYHK[FTH,755,#2007046,3866,9/20/2011,3186
3383,AH699,ARBXM\D_X[STWL[RWSOS^BRWP^S\CPIEZ_THGT\ER_Q\CXYSS]UM_WQWG_WFJTQEHUYXTTWAFNJ]MSZGIPJWKBNNKAKUBER]RTCQDLV^LVCF\VIUVKCQUZ_XT[MLX[,773,#2007047,785,9/21/2011,17
3384,LL139,OKLM_[EJMQHCAVOFRQ^]VO\U^KAV_MUCRRNM]^^N^TANGHZIO][CA^TDHGTYEWHCCPPXQDBABJ[BZHAHNW_BCXWQKSVSS]OPV\NVTDB[MMJ\UKJBPO[^KRTS[Y]\BK,406,#2007048,3318,9/22/2011,399
3385,SE12,_C]E\ZCILSFZKDAWUCNVVOHX_WGBL\\NDV]M\QC_HBZSZ^Y_ICXN^RJOGRRC^MC[_HMAWTPHL^MRLIUSMGD^JLJMXIU_USXQ\]YHDINXIFZIRR\SAMCYSXDJRLSH\^,300,#2007049,3818,9/23/2011,277
3386,QH875,KLU]TZDQIIZFCAUN^HVPDKOBJLOURTUZBUMH[YXO[[VGKSET[[I\[EDMTMQWTHCIFY_MTNYH^LHJ_KPPWKRCZWG^FZI^S[BZAFFBHAWVHCL_DFCAPAOUW]WI]_ETWC,467,#2007050,3001,9/24/2011,1891
3387,[S568,PHIEKP_X]H]OZUCIIJF]ZKO_AJKO]GAQUYUH]UGTIDUNPJD^F^OXWOA]UEX[FPARWMVDPTCJPIZ[K^FEPLYCK\SLU_CBEVNJCGBLXGCAMAZYQQHAMDGK]KVGLTITV\,312,#2007051,2494,9/25/2011,2269
3388,T]200,ZXW[\NRKB_T_BX_XPRBCDSWLWD]I]EBCCDSIEDDRETDH[UAA^[GFE\\_]YHMLNAOPPSWQWCXC^GBMC\POB_ZSTHNWJHEMPCQMZLDYFAYTJU\_MW]EYOEOLZCQTUFIC,663,#2007052,3926,9/26/2011,404
3389,OO1671,NK\DUE\XO_OAE_QK]WDY\A]I_NB]TGJEVQYSZO^AZYYOMG_O]^XUGQZJEDGENI\HDAEU]I_RAERQRNNH]ANFSR_B\[[L_QNEO]XLWV[_TXLH\KLPZJYI^F]TKQALWB,572,#2007053,2635,9/27/2011,1560
3390,_C313,J_Q\SSW_XUVJTNV\O_ALIUM[SWJ^XJMYQLCVU]EE\QXM_FCL^]ETBS^GZDYNTTNDNJLBUSHUFPDNNPSU^CDGFSWABKQTKASGSOCSDXY_ZJOQOJN_[FRS^MKOUTE_ZV,534,#2007054,3262,9/28/2011,3473
3391,BL1098,LFNHAATKMYKT^QB^P^ZYOD[[ODE\RBBSOMFFJG[VTS_CURJY]QDBRWN\\DKLMRBRZKU\NYTRGYBDLHX[Y_DVKFK[MNVRFY_RU[RBTABZBXT[YSG]KQUFRPTZAVPCHJ,690,#2007055,3578,9/29/2011,2388
3392,I_837,N\FE]^YE^HUQD_OB[IFEYJHIIIKAPL\KRSZTMENBNRQOU_VDXSJY[JYX[XDKZDNALNCWGID]_CB]OUPW]TJO]KGP]BAGRW[CFQV\PCRXD\GBZKX^TONKFLQXH]C[LQ,658,#2007056,1675,9/30/2011,761
3393,J_494,O_HDABU_GWPTS[^NPXUQOEHVO]]OCAPBBVIS[RNDOHVQ[K^WOUP\ECEHNBGGLXXC\ZX]D[KQBYHE_XB^VOM]_^YF_PWWGJQNIIWJIEB]KR]H^B\WIRMA[^KNMV\PPX,827,#2007057,3052,10/1/2011,3446
3394,BW1267,GJRDHTUXLJCMLFE_DWY_E\DQ\WV]JQHKCECEDZGHS\L^XKGALYOJ^LDJVXASMNKSVCAATJQTJLXKMO_BOSXFN\HY]ZQYEIAOXPH^Z_[ULE[XWVBDK\_EF[MBQ\]_OF,365,#2007058,545,10/2/2011,1773
3395,LY133,X\V[UI^WMP[IZL^TC\^D^SXMLDXJWJMMNKEDY\BP_EDOLLH[Q]BRFV_A]RMCW\_SKCS_PWJSEP[I]K]FHZ]NG^PGU\KP\]GTOAMNE]EKWA]UYTVKB]P\ACSSAOBQYL,755,#2007059,1989,10/3/2011,3594
3396,PI1270,OYPBFMO[LRPYWQ[QT]YSIF[V[CYRBAXCGCPMRYKSY\PBNFRDOOFWMYN[DIWRTBPOP\\LY[JYJPRCPQJDIQINDA^PLSA\NQHSYNKQCLPGFLTIKN\YVA^HFKWHYFDAW],652,#2007060,727,10/4/2011,1583
3397,UC1885,MIBRV[VCKT_IRAQCAXST[^^\ODZL[TXG[HWXBVJ^JBRCACSQCOJU^K^F^Y]_MLTA^]RLSCXDDPO[PJM]Y]M^UANCWAODHXJP\G\TJRRKIF\VZ]Y[DRMQAVW]OWJKOM,720,#2007061,2488,10/5/2011,20
3398,NH764,BLHSUGTGKNXLZ^Z]HIGQSGHTVGB\ZK]E\XVBZBDBOV_CNIH_WRLCQ^CJ_GRZAFXQH]HIANWHSMP\J_PEYAPJ[TTLJQFXKIJCXNQHDJXBN\OF_TYK_ZRTLNYI_\WRE[,789,#2007062,2070,10/6/2011,1087
3399,\Q449,P^OUCR[XDOCXMT[BDTOOFJTWMOQ^\HGZESGGGCPKLTM\YNNBZAA]IOQYIZCEPJ]\GTHNPPZIHA_APAHBNPKCABYSIGHWEFPA_VPUG^A[^BQ\F\Q[APKBOGNE_[\I_E,786,#2007063,3030,10/7/2011,361
3400,TO374,H_XKYG]SUUCNWNFYMPBSLOUMRZ]L^M_FH]E^HJISVRSLDGXLSBQMF[OMIV\EUAZEOHPP]]^D_XAHG[CBPH[Z]Y[KPVNPLTSLP]TKSIGU^ZCS_PUSRLSDLPRC\ZFHBL,317,#2007064,1562,10/8/2011,1907
3401,AY316,CNHYTRNS]RX[]YSQ\IWNKGX^V^P[^YNM\AGJCPLPMQYTIODUXOPPNZ[K[TIUKIXQSPZHANJRAEPIWHVYTKCGQS\FCZJRGTFHY]SIUOXTRTSH_Y\ICCD^YM^UK[FXYF,784,#2007065,2321,10/9/2011,1238
3402,ML1995,ABWIWB\JOT^^GXCNUA[CDR\KAFFKDGYX\OBKQQFAPVN_UQHKNB]LLKQQ_YMRVU\MSGF]FTZZRTU^CTKEZ_EL_NENZXVMYYQDPJ_JE[NZYPKNWNKJYZQVSJF[EPMFQM,580,#2007066,691,10/10/2011,1884
3403,PP493,BIPJZ[YH]BEXJ]QNCEITCUFYWOXUE_QNFGATJELKMZZAMPWEHSHQDKTSPQ_EXMMJ[\IYTOHRIV\DHJHTQZ_RXLYNVMWDUJ]TBI[E]GJGXSGEYCALOKI_D[_VN\]ACF,674,#2007067,1128,10/11/2011,3258
3404,MZ73,YZLPLWHL\^OKXI[ZVMWGDZZAGSQLY^BCYHNDTDYZH\KOMWGBOYS[NXQPQR[EIQQRQRKN[JXGLX]GFA^IX[PKJVANT^RVIWFEWJPXJADB]\\NCZHRWCTSZWRGJ]H^LI,457,#2007068,1001,10/12/2011,1492
3405,MC1848,N]_QCLKDFV[OUC[\[FZZCKYWGTQD[OH]AFLHHM[CYOTLI]D^FZXRPUJWQJ]JT\KNAUJ_ELVU\DF]FZWATMMAVP_HCVETLUQCQZMVMN\UGC[ZXWTJXSCFDPQQQ]MBQN,506,#2007069,1069,10/13/2011,77
3406,T^223,\LZFRFBDZW]BPFEN_MLESWDXOTVRILPICYKBKVROEWDLTONAKZF[GQY\XGMC]GE]CXQZC[HORTKPJRENJBCBUD^QJG\EYKWYAOAGHV^Z]XBVPMQ[^[ZYLDOXMEM[]E,419,#2007070,747,10/14/2011,206
3407,W]379,VTDT_D]ZEF[MH]JEUWTMN]R\J[\XY[N^TFIOWHLC]IEAKR\KKXWUYK_RMU]ICLALWHNCY[SUO[I^PXPDYCKOBKXI_RTHB]YKWKLLVWV_M]XOK_SXVEGVJMB]LENI_E,733,#2007071,2760,10/15/2011,2683
3408,R^1622,MN_QARG\UTN_HOSBOM]DOT^\EHLUD]GT^WA_EGGVXDUGBJVYK_ZQRS\MYHXJXZRRP]]TQKW[KSX_MEO\U[OBGCENHBM\\DEGESNWNC_FGFMR\A^YDBKIAGPSHHPBMS,961,#2007072,3248,10/16/2011,2740
3409,QJ1570,O]KFCUJWSFIRCTZCDTDPSILPFLBV[NEOL[_ABBZXNCJNDBTIXLCEBY\PYFOCNQFZEXYQQQETNQRZPQBLBNMIUNSMNQDM\MFN_UHHUSI\GKF^X\\BT^^SXQAANFPVSJ,954,#2007073,2304,10/17/2011,712
3410,EY89,TWIQB\YWCZCKVIIG]]ILLDUVCSKXWY^MR]PA]ZOHBMGHQOP^OSQ_E[FMBHAWVRO^UZCVKRIDOMXKM]T^EILSI_^DI[IOW\ETE]YC]M]AQ^GMHSPPM\[LYAP]BIEJXY,508,#2007074,1562,10/18/2011,384
3411,RI1527,UTHJCMOIBVIICRYG]SA]HUYAXKLIRNG\UWHHREZBXJQB]^VQDJYVFWR[VJTPPYK\FOZJVQEIFEGRQFKWERJRXDT_BP[BY[E_Z_GK\VW\RL[S\][IRRMYHVL\UWYN\R,726,#2007075,3058,10/19/2011,364
3412,ZU1605,FSINFOWXJYXFOQNG\WARMEL^VPYGXODHAOM[ZUIGC[OGQPLCUCGXEYNCQ^_\GSP[S\HX]K^AVFYF_[RMJQ[^C[U^^^CMAK]FTMSHGE\X_JQWY^YTGK\KMSYDEWSVGT,676,#2007076,3386,10/20/2011,3529
3413,G^1380,N\EUVX^XRWFBYWNJ\EARTAQMGEB_WRIOQLELZYMTENN^N\C]VEDKHJDT^ADDZFIET[[S\]E^WOQRDFHWXSHG]FQSMADUHZ]BA_ORG[RM_]MWC]\ZA\X\X^^^[TYFYB,698,#2007077,1366,10/21/2011,3892
3414,KV1028,VZAW[JHVO_G[ECIXUAYZCMR\JYMQMVFTKZQAQD]W\]ADG_]_EFGWT^\SSI_BKWBPIDGTM\AI[VRTHIOU^VTXOCJQGERD[LFKA]NVQX\ITSG\_EUKXDHYPGBRLWXTGK,711,#2007078,2079,10/22/2011,1314
3415,LG1147,BBSHJOAICEGQ]\SPX[GTN\SGQTWXOLRMMXIQ]FJSGO[KZR]H[G^J\QQXLIIF\QPANYBRV[BINJP\^RK[XFEFI\UGZQHCYBQVUEKHEEZAFQ\OE]OAE_XIHIRLIDGAA^,667,#2007079,2386,10/23/2011,1512
3416,B[456,YZQSIM^CUMLRKQ\UNSDLRMW^UTOSMI[Q_IDBUPIDT\D[YTU]JSGOJQYKO]JKVWIXFKAEC]BPT]ISZTE^\TUP_YB^O[IYNLVVCY]NVOZMXUAFLZTXFCKI^N\CZDGLLL,551,#2007080,333,10/24/2011,1228
3417,IC1292,RKAWSSZQG]KW[ZDVRRM[LC_[UH[UV^LBXP[F_XGQSXHNPLVMDZVGNDGSG^T_YLR\ZMAJHDUYHVELPMHX_ACOV]SPR[JAC_TMATKR_OC^H_MTISHOCLVD]HFY\CI\EF,326,#2007081,1977,10/25/2011,2049
3418,KS962,K[RETJA]JMP\D^XQNLDBQHXACYGB^VIYQPRL]ZI\LQSMDIIKDB[E]KRB^MOOVQW\MFBHVIJSOQKDD^DGT[E\[IP^OSMQDDBCDVZRCFWTG]]OID_N\QHOZUA\HLRST[,721,#2007082,1126,10/26/2011,1489
3419,KO539,[PP[Z[OFAAYDWXHFSZUSV]APCGPFIFMJRLX_P^R\I[_[O[NC^TOB[OYQUFMJQNY][SGGYD[EQ]YSY_IWOILLUGTOMVZCE_LCKBB]BQD]BNCQOISA_RXOKRTJIC]EC[,729,#2007083,3497,10/27/2011,2132
3420,TI1133,FSVA]TATB_Q[X_GRZPEGJ^EWWQTROWHMN]\ELOT_TPJQY\U[GX\]W\DVFVCPE^PBZ[GDHQJXI_TTH^EAY_]TB_L[AHFKFG_DY^PRIYJZFFKYJ[RV]\CWFEFAFH]E]P,407,#2007084,1533,10/28/2011,1000
3421,UT144,NFPJO]GYZZWFJIJD[IEFRBXKEFWABGJF]U]WYSTFD^MQDZPVCCBGREGV\XXIZTNWZ[R]L\X[JSHHGYRECN_SXNFVACFAVOPWF\RXJHUZODCZXQDR_VYEXEPJSWLJH[,859,#2007085,2600,10/29/2011,2193
3422,MG246,PD\S_DV\]RF_WLLY\ORZCCX]KTTNS]LT]OVODPFNCT^TUNF\_\KPISNNZU^CBBIUT[I^LSYIXFA^FIWVJXJKPTDX^^CXELGYGTYJOAAG]IEOLR]JA\KIHSPXI_TDC\,939,#2007086,2216,10/30/2011,2867
3423,CN1828,SNT]HF\]NXQ]ERKEK_QUA]KHE^I]YMIL\]KGLJ]EHKGUX\]CD]WSARPKNYDYDTEWDLEFH^DHYG^G[XXBLEYJIVT^WIQD\BSIDBL]ULI[]TRGTTCTO[GBXS^_LJ_PIR,838,#2007087,2673,10/31/2011,3828
3424,AM212,^MPGCYEIR_^^[HYBUQM^EYUPI_ATMZTTQ^FYZU][I^OOVZNBXTE^BZRJZX[FCMSNPBPXFIJFHGUZUNRAXHQ[CR[K]__O]OQPQ]LQABUHJSSW^BNRA^GKQNFCMQ\QOI,801,#2007088,3771,11/1/2011,2989
3425,_H637,]\SYUFUXFEPEPTGVA^Q_V\CB]]M^O\S]D_UDGSBJUYDKS_[CSPUUEZGUI]^QTI[GWZRXREILCLFHDP]VWPVIZU\ZVRGMZ^QS^UHEEXOBGO^C]R]_HQHJXDMQXV^IZT,840,#2007089,952,11/2/2011,214
3426,A\1030,OMOTD_XRUFY]EH_ZUG]Z^MUIKQA]MDENTNNAY^RXQIPZCLPZMFXGGLUFMDVRMQZTQI][WRWKPZSMJMOKXJQZNNYWBG]C[VTFBI\EA[GYCZTRELZYQPOEITYXLHIM\T,348,#2007090,2725,11/3/2011,1446
3427,FR211,PIGHM\B[BP\DW]S^W\RSOXFMAPJPCVKJEN]ZHBLK[AISKS]MSUIWKAERGYTI^UUGYPKJSECZJ]CX\VTSC]XFNWM^DUYIWCXAPWAH_ZA]INRK[^NJQK[ZCX_M_OKXPZ,561,#2007091,2147,11/4/2011,2022
3428,ND418,\_L\LVIBFU_OCJOHEFDCEXQQEOIVBETMINR_PFIYNIXKLYEPNHMKHPBZU^A_BRYAP^GRCWFGISKUNLWUKG]MH_POLR[BOIDBIXJKJXBRSNTTI^DGHLZV^FKTZHLYD\,638,#2007092,1871,11/5/2011,1403
3429,OO1538,HTPN^ZDB]_XUXXAHEV[R^\PYSXPICQRNLOMHX^UQXSB_EI\[FYEAMKSQHDY_TDU_CHIBF[NDCP\KNE\TJZHEUN\IVQDBQE\LEI^[NVTD_KRO^GUBSFX\PCQ^LLWLQR,813,#2007093,6,11/6/2011,2041
3430,QY585,RPSMGNKLEPINBEDNH^BUI^O[I^IXBSTN]WCVBFHOUAB_BDTXTA\EP]UTG\G]ZWQFMDNAJKEWLWRNOUP]D^UOKL_XEWLGKCY_W]HZMFYHC_AWZSIR\SLJKK[_MBBQYT,362,#2007094,753,11/7/2011,3640
3431,EG977,UN[XKJXZVGXDD_SAQFUXGWK][QKPWTYQVGYK\AOVVJBOKDPB\MSBO^XFHBSF[\Q\GEEYLGW_]REA\FLY]_WEXNOSATNRYZFWIJC_S[ISLP\TXDXUOALRECUQWN_WPQ,495,#2007095,347,11/8/2011,99
3432,ZX1141,OTBOEVPYVHFJYMNJAR[V[TFXV_LTUPP]^AEQCJF[WYUZNLPEN]O_VJZNVUH^IOQNFSPLFKBSVTAPHTXB[QQLUHFIT^HSDYTDZBSDDGLZP]DXCXPDSB]UTBWWRVEQLZ,466,#2007096,1741,11/9/2011,3654
3433,HR1507,Z][AUOAWAZKIQIXCFSNITLHVNMKMH[TWE_EUDKUWSPFJ[F\NSQSJ_ZQFZNPVYH[PPWSGTXAZMQTM^ADRH[MNWZOCRJ\Z_EJNT_R^SEEHXHE]QN^E]VL\FV[WLJAA_N,649,#2007097,2103,11/10/2011,1708
3434,TW959,OHI]Z^A]HKYOWGG_V^UWKIKAANWOMGSFY]IGQN]KQH[LGZLXGCTTWBKDFKUE[DUCML[GTYUBWTX^HE[BFMBXIANAQIZAKWFYYP^CNPSKY[IX_APOZYV^AFY[KZWWSE,452,#2007098,2278,11/11/2011,3090
3435,YW832,F][PUWAGKDG]MKN[YMK_FQR\NX]\SCRQ^KUMMTN\]SE^]QLUFNNIBOPMR[_IMM\_LULEHSHSFA[QSIOLPDV\\XBTQ]PJFEZIWTIIKH]OOSKJ]WAQOE\MXLX\MJRIA^,618,#2007099,906,11/12/2011,3578
3436,RM427,UUJ[HBAEZMQCEJ^KY[SRYUHHSQRPCTH\W]LXGPN]HS\\QSFMQLTGLODSYQ[NCVBCSNBTCRHLXVWA_B]M]NHDANBAAFYAX]URN^BCZCQDAQNBGNMJRFX]MOEYDOQZ^X,508,#2007100,969,11/13/2011,392
3437,XO184,TGFPPULHF^SHWVHURZAUTLDL^ILRLXS[[RZMXBLYDKI[_CGRPRIDSMLYX^HHNCRKICNGV[IPGAIKFCYOS\_J_IQT_PIKSZVZQGR[]LILYKM^[__QQ_CJYJUBMH^VGD,925,#2007101,712,11/14/2011,85
3438,P_1376,EWMCQJ\\DOQTSSWDXS_FVPVLVXDPRIXGCE]HDRJRKTDMUURDKOQP^V[PQAD[ACIAZVOMNHWH[U\JKYX\WVACH[WLXZVXJ^V\UC[IQCLDH[JB^OQSVVVLVYGRVXEIAS,851,#2007102,1454,11/15/2011,2418
3439,GX993,KX]HWL\B[]QNIVKXFD]A[HWDTK_ITXMZFHRKMOVE\]T^YXN^\FKB^UMOV\RXOUPOXVE]UFELZ[H[GAG[^S\Z]YAURBJ_TGGS_NMG[RMHE^P[VCJ]SRSSNWUXX_^ITN,981,#2007103,1935,11/16/2011,780
3440,\D1339,\OHFAWCAN^PFWKIDSZEHPBDQUFAPALR]GKZ^FH^^X]I[KA]UPS\GOZ\]WJJOF]ZDTV]JGHJ]R^VWOEKEAONVBF[ZXROVOCMILTTLWIYAG\ZN[R]ZUXSZLSASMGOOL^,668,#2007104,3715,11/17/2011,3459
3441,RM1908,VJELZ^AQ[L_[FVDJZO_XHWRMKAOGPGUQ[NDUEDGNRPO\GTSJPO_^EYLOQZCLHHHEYQF\SOIYR\PL[ZNC^BKLNKS_LZUR\MEB]EQA__M^LVWQUMIPAFVIXZBDN_NQ[P,977,#2007105,61,11/18/2011,1630
3442,I_1770,_\C\BICGZPCMZMUWG_WJ[JCSGYP[SA^LHNMCJ\QGCL\DZ]]FSOWC^_J[LODQB]QFIU^GUFHWPBPCSTTOLG\UDPRRKXEHI[\WZJNJ\JZDFRGTHRX\[RWEJRWHLWRUHC,843,#2007106,2596,11/19/2011,2389
3443,PR93,RBKDCPOA^KIAAEST^KMNM_S\CDCDDOWMQHKH\TBYMJGFDVIR_PVNFAZMYIH_LKDKDVFN]MB^FMURDKGCJQMIYCEFTXEB^VFU]R^S^NBSIUIIRWQHKNFXCSM\PDAA[I,932,#2007107,753,11/20/2011,2183
3444,DI554,MV\YIZIWCKSRIRNQUYFPT[IOWXFKZF_L\^^H]OIOYPEQ[YKGUXAVQW^LQHCBAH[CQCFTJZZBXNA[LJGCQFOMKH]AFKHAPN[OS]XT[KGA]UXRMAW[VDHOHYM\DGTCIQ,417,#2007108,2344,11/21/2011,3729
3445,ZU1307,SJG^J_[B]OEJBTEDGXG]VLDGSA\PI\\AA^VJG\TSH]N^RDBP_EBEJZRQRZBZEUJMSBC\\SG^X^SWK\AFHCKERWT\SFIPEMMOTTDQIYDF^_XKU]BIO_CLVQUOB\[LUI,585,#2007109,679,11/22/2011,1016
3446,FK1503,NJBFZKEVH^D_FFIUGIKMZLYP[_HDZY[HDNJN]WZUXIFCS\^RRY^SUVJNFVE_IQAZFIEFH\Q\XUTPIFNA^DHTWJRDLSV^ITWSOGBABT[XMRJDDZPLDAHOHKJQ_ENMGK,928,#2007110,3122,11/23/2011,2828
3447,GF1012,J\IKMTWWHWJNLZLKH]_OAQU^QWDSOA[NSJ]PUCJVQHSOXMBWMXSNCGGVVSCJBOZSNH[^VECBP^W]OIZB[ABDAKD_URKFRPGLIZLITG^TSUBX[[B][Q]F]YZ^UCGUVV,654,#2007111,3591,11/24/2011,1401
3448,NF110,XKDMOZ[XWTBPZRZ^ZKYVMZE[DZTCAS\HHKAMYBXZAZKJKOGSZGAP_DI\\RFFA]_Z^IWDZDDUOTPCDJ\VMGIMXKBHJJVOV[KYDTNZ\XAZJGOZMOHGKQIYWRW_QHJIOX,300,#2007112,2082,11/25/2011,1726
3449,\\343,HKWASDEBRKZ]]OLBM^^UDJ^CU_RMTW\JKEETFO^VWWCJTZBPJQ[SIJXPZBUXE]YDN]TPTUUMVGOKRPMRSHMOLW[LQLMMEYCXHJYCAFLPIBNCDLXC]O[WFOLXLFWNGM,955,#2007113,1809,11/26/2011,123
3450,YV1513,[]KTXPGPMGVB^FGANSUAHGCVW]R^YOKHMPNLCXT]WXQMNTGQCMTBLOHO]KS]JCUGT\OGOXK\WEXGWBQA_MDRIQ]RRYXB^^^V]A_L\WOIDS[KQOMY]NHJX[P[U[Z]H],493,#2007114,3368,11/27/2011,1899
3451,HA732,BULL^ODSOWBHUOSYGKYZB]]\\WBNR]MCMTSON\AMKIYO\]]FLOXKY]_TI_KGVKINGL\YARHW]JUKUDRZ[^RADSIBPCXZBXSTRC\YQZZZWT]YQ^[LNJIXKSK\MMRZOX,728,#2007115,1784,11/28/2011,3056
3452,E[461,PASTEYQFPWVRADEXDUKS]LDKKN[PDIOPHQMWO]N\YPOAMDMSB\YYABNN^]ZLPZSNGDWYJZQ_OS^ICLNJJDPD_QDWZDSNGXEJP\\RJNZBWKA\GJ\FU\VK_QBC_AM]A^,423,#2007116,2146,11/29/2011,550
3453,LS749,TWGF^OYSVCJWJI]VJMEKTS_I[G[YKG^QL_VGV][PGJ^NE[FG_TFDOA[SWFFTM^NVPX[BXKLV[Q_YQ[LGQSVZIFB\QQETIJ[^PVBOLS[NFPYLXW]VXW_WWRZDZT^B[O,927,#2007117,2644,11/30/2011,1766
